Q3,Q4,Q40,Q91,Q41,Q42,Q43,Q5,Q6,Q7,Q9,Q11,Q44,Q23,Q21,Q41,Q43,Q45,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q65,Q57,Q58,Q100,Q101,Q103,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q123,Q115,Q116,Q117,Q118,Q82,Q122,Q13,Q15,Q17,Q19,Q25,Q27,Q29,Q31,Q33,Q71,Q35,Q119,Q120,Q37,Q46,Q49,Q51,Q53,Q72,Q74,Q75,Q121,Q55
Trinity,Black or African American,Woman,Yes,Heterosexual,No,No,No,CA,90008,,,Urban,"$80,000-$125,000",Yes,Environmental Sciences and Policy,Not interested at all,Slightly interested,Slightly interested,Somewhat unfavorable,Somewhat unlikely,No,,Somewhat disagree,Classes,A great deal,No,Yes,Somewhat favorable,Somewhat,Somewhat,4-7,3-5,0-2,3-5,0-2,Don’t know,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Career Center","Group tutoring (Academic Resource Center),Drop-in tutoring (ARC)","Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Arts Annex","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Arts Annex","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",Mary Lou Williams Center for Black Culture,No,,4,ACT,,27,Public (charter),No,7,6,No,No,Yes,No,,No,Academics and interdisciplinary curriculum,Protestant,Religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,
Pratt,Asian,Man,Yes,Heterosexual,No,No,Yes,,,Seoul,"Korea, South",Urban,"$40,000-$80,000",No,Civil Engineering,Slightly interested,Moderately interested,Moderately interested,Strongly unfavorable,Neither likely nor unlikely,No,,Somewhat agree,Clubs / Extracurriculars,A moderate amount,No,Yes,Somewhat favorable,Quite a bit,Quite a bit,8-10,6-7,0-2,3-5,3-5,Very much,Drop-in tutoring (ARC),Drop-in tutoring (ARC),None of these,None of these,Student Health at the Student Wellness Center,None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,3.9,ACT,,35,Private (non-denominational),No,12,1,Yes,No,Yes,No,,No,"Duke’s ""brand name""",Agnostic,Not very religious,Moderate,No,,,,"Drank alcohol,Had sex"
Trinity,Asian,Woman,Yes,Asexual,No,No,No,VA,20152,,,Suburban,"$125,000-$250,000",Yes,Public Policy Studies,Not interested at all,Moderately interested,Moderately interested,Somewhat unfavorable,Somewhat likely,No,,Strongly agree,Other,None at all,No,Yes,Somewhat unfavorable,Not at all,Not at all,11-13,3-5,0-2,0-2,0-2,Very much,"Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries)",Thompson Writing Program Writing Studio,"Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS)",Duke Reach,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex","Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,4,SAT,1520,,Public (non-charter),No,4,1,Yes,No,Yes,No,,No,Student life / campus culture,Other,Religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,White,Woman,Yes,Heterosexual,No,No,No,MA,02738,,,Suburban,"$250,000-$500,000",No,Public Policy Studies,Moderately interested,Very interested,Moderately interested,Somewhat unfavorable,Very likely,Yes,Knowledge in the Service of Society,Strongly agree,Other,None at all,No,Yes,Neither favorable nor unfavorable,A little,Somewhat,8-10,3-5,0-2,6+,3-5,Very much,"Ask a Librarian (Duke Libraries),Career Center",,"Blue Devils Care,Counseling and Psychological Services (CAPS)",,Student Health at the Student Wellness Center,Student Health at the Student Wellness Center,"Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",Center for Sexual and Gender Diversity,No,,3.99,,,,Public (non-charter),No,17,,Yes,No,Yes,No,,No,"Duke’s ""brand name""",Protestant,Not very religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs"
Trinity,"White,Asian",Man,Yes,Heterosexual,No,No,No,CA,94118,,,Urban,"Above $500,000",No,Psychology,Slightly interested,Very interested,Very interested,Somewhat favorable,Somewhat unlikely,No,,Somewhat disagree,Orientation Week,A moderate amount,No,Yes,Somewhat favorable,A little,Somewhat,14+,6-7,0-2,3-5,3-5,Quite a bit,"Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Thompson Writing Program Writing Studio,Career Center","Blue Devils Care,DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline",Weight/exercise rooms at Wilson Recreation Center,Freeman Center for Jewish Life,None of these,No,,3.9,ACT,,34,Private (non-denominational),Yes,1,1,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Protestant,Not very religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting in Durham,No,,"Drank alcohol,Had sex"
Trinity,White,Woman,Yes,Heterosexual,No,No,No,GA,30324,,,Urban,"$80,000-$125,000",No,Public Policy Studies,Moderately interested,Not interested at all,Not interested at all,Neither favorable nor unfavorable,Very likely,No,,Strongly agree,Dorm,A little,No,Yes,Somewhat favorable,A little,Somewhat,8-10,3-5,0-2,3-5,3-5,Quite a bit,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Career Center",Thompson Writing Program Writing Studio,"Duke Reach,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",Freeman Center for Jewish Life,No,,4,ACT,,33,Private (non-denominational),No,5,4,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Jewish,Somewhat religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
Pratt,Black or African American,Man,Yes,Heterosexual,Yes,No,Yes,,,Lagos,Nigeria,Urban,"$40,000-$80,000",Yes,Mechanical Engineering,Not interested at all,Moderately interested,Moderately interested,Neither favorable nor unfavorable,Somewhat likely,No,,Strongly agree,Other,A little,No,Yes,Somewhat unfavorable,Somewhat,Very much,4-7,0-2,0-2,0-2,0-2,Very much,"Thompson Writing Program Writing Studio,Career Center",None of these,"Duke Reach,DuWell",None of these,"Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Arts Annex","Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Mary Lou Williams Center for Black Culture,International House",No,,4,SAT,1410,,Public (charter),No,10,6,No,No,No,No,,No,Academics and interdisciplinary curriculum,Protestant,Somewhat religious,Somewhat liberal,No,,,,Drank alcohol
Trinity,Asian,Woman,Yes,Heterosexual,No,No,No,SC,29708,,,Suburban,"$125,000-$250,000",No,Computer Science,Not interested at all,Very interested,Very interested,Somewhat unfavorable,Somewhat likely,Yes,Cognitive Neuroscience and Law,Somewhat agree,Orientation Week,A little,No,Yes,Neither favorable nor unfavorable,Somewhat,Somewhat,4-7,3-5,3-5,0-2,0-2,Quite a bit,"STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Career Center","STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio","Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex","Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",Freeman Center for Jewish Life,No,,4,SAT,1480,,Public (non-charter),Yes,20,13,No,No,No,Yes,Class of 2024,Yes,Academics and interdisciplinary curriculum,Hindu,Religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,"White,Hispanic or Latinx/e",Man,Yes,Heterosexual,No,No,No,FL,33907,,,Suburban,"Above $500,000",No,Biology,Not interested at all,Not interested at all,Not interested at all,Somewhat unfavorable,Somewhat likely,No,,Strongly agree,Clubs / Extracurriculars,None at all,No,Yes,Somewhat favorable,A little,Not at all,8-10,3-5,0-2,0-2,0-2,Quite a bit,"Thompson Writing Program Writing Studio,Pre-professional advising,Career Center",None of these,DuWell,None of these,"Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center",None of these,"Freeman Center for Jewish Life,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,4,ACT,,35,Private (non-denominational),Yes,12,2,Yes,No,Yes,No,,No,Student life / campus culture,Atheist,Not at all religious,Somewhat conservative,Yes,I am NOT from Durham; I am voting in Durham,No,,Had sex
Pratt,White,Woman,Yes,Heterosexual,No,No,No,VA,22302,,,Suburban,"$125,000-$250,000",Yes,Electrical and Computer Engineering,Slightly interested,Slightly interested,Slightly interested,Neither favorable nor unfavorable,Somewhat likely,No,,Neither agree nor disagree,Classes,A little,No,Yes,Somewhat favorable,Somewhat,Somewhat,4-7,3-5,0-2,0-2,3-5,Quite a bit,"Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Student Disability Access Office,Career Center",None of these,"Duke Reach,DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline",Weight/exercise rooms at Wilson Recreation Center,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,International House",Freeman Center for Jewish Life,No,,4,SAT,1590,,Public (non-charter),No,7,4,No,No,No,No,,Yes,Academics and interdisciplinary curriculum,Atheist,Not at all religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,Hispanic or Latinx/e,Woman,Yes,Bisexual,No,No,No,TN,37601,,,Suburban,"$40,000-$80,000",Yes,Biophysics,Not interested at all,Not interested at all,Moderately interested,Somewhat unfavorable,Somewhat unlikely,Yes,Science and the Public,Strongly agree,Dorm,None at all,No,Yes,Somewhat favorable,Somewhat,Quite a bit,4-7,3-5,0-2,3-5,0-2,Very much,"Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Student Disability Access Office,Career Center","Thompson Writing Program Writing Studio,Directors of Academic Engagement (Academic Advising Center)",Counseling and Psychological Services (CAPS),None of these,"Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex",Arts Annex,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Women’s Center,Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",Yes,Yes,4,ACT,,32,Public (non-charter),No,15,12,No,No,No,No,,No,"Duke’s ""brand name""",Atheist,Not at all religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting in Durham,Yes,AJ Williams,Drank alcohol
Trinity,"Hispanic or Latinx/e,Black or African American",Woman,Yes,Heterosexual,Yes,No,No,Fl,33323,,,Suburban,"$40,000-$80,000",Yes,Psychology,Very interested,Very interested,Slightly interested,Somewhat unfavorable,Very likely,No,,Somewhat agree,Classes,A moderate amount,No,Yes,Somewhat unfavorable,A little,Very much,0-3,3-5,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),GRE/MCAT Prep (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Directors of Academic Engagement (Academic Advising Center),Pre-professional advising","Duke Reach,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,4,ACT,,35,Private (non-denominational),No,2,2,Yes,No,Yes,No,,No,Financial aid award / scholarship,Catholic,Not very religious,Somewhat liberal,No,,,,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
